Index,Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
8131,Indra,Secret,Living,,,,,,Blue,Black,,Marvel,1982.0,3.0,1982-10-01,Deity
8132,Justin Alphonse Gamble,,Living,Male,Good,,,,,Red,,Marvel,1982.0,3.0,1982-03-01,
8133,Kip Holm,No Dual,Living,Male,Good,,,,,,,Marvel,1982.0,3.0,1982-02-01,
8134,Kyrie,Secret,Living,Female,,,,,,Brown,,Marvel,1982.0,3.0,1982-06-01,
8135,Mehemet Faoul,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,1982.0,3.0,1982-12-01,
8136,Mele,Public,Living,Male,Good,,,,,Brown,,Marvel,1982.0,3.0,1982-04-01,
8137,Meru,,Living,Male,,,,,White,Grey,,Marvel,1982.0,3.0,1982-03-01,
8138,Perseus,Public,Living,Male,,,,,,,,Marvel,1982.0,3.0,1982-09-01,Greek Legend
8139,Perseus,Secret,Living,Male,Good,,,,,,,Marvel,1993.0,3.0,1993-07-01,
8140,Perseus,Public,Living,Male,Good,,,,,Black,,DC,1964.0,5.0,1964-10-01,
8141,Rimthursar,,Living,Male,Bad,,,,,Grey,,Marvel,1982.0,3.0,1982-06-01,
8142,S.U.L.T.A.N.,Secret,Living,Male,Bad,,,,,Grey,,Marvel,1982.0,3.0,1982-01-01,
8143,Sandy,No Dual,Living,Female,Good,,,,,,,Marvel,1982.0,3.0,1982-02-01,
8144,Shaft,,Deceased,,Good,,,,,,,Marvel,1982.0,3.0,1982-11-01,Chaste
8145,Slithgarn,Secret,Living,Male,,,,,,,,Marvel,1982.0,3.0,1982-06-01,
8146,Webwing,Public,Living,,Neutral,,,,Black,,,Marvel,1982.0,3.0,1982-05-01,
8147,Yama,,Living,Male,Bad,,,,,Black,,Marvel,1982.0,3.0,1982-10-01,Devas
8148,Alhambra,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1983.0,3.0,1983-12-01,
8149,Alhambra,,Living,Female,Bad,,,,,Black,,Marvel,1975.0,1.0,1975-08-01,Akbitana
8150,Andy,Secret,Living,Male,Good,,,,Blue,White,,Marvel,1983.0,3.0,1983-02-01,Angel
8151,Andy,No Dual,Living,Male,,,,,,,,Marvel,1980.0,,1980-07-01,Cop
8152,Baron von Blimp,,Living,Male,Bad,,,,,Black,,Marvel,1983.0,3.0,1983-07-01,
8153,Brokk,Public,Living,Male,Good,,,,Brown,Bald,,Marvel,1983.0,3.0,1983-11-01,Dwarf
8154,Brokk,,Living,Male,Good,,,,,,,DC,1981.0,9.0,1981-05-01,
8155,Drake Previn,Secret,Living,Male,Neutral,,,,Blue,Black,,Marvel,1983.0,3.0,1983-02-01,
8156,Elsie Grimm,,Living,Female,Neutral,,,,Brown,Brown,,Marvel,1983.0,3.0,1983-07-01,
8157,Ethan Domblue,,Living,Male,Bad,,,,,,,Marvel,1983.0,3.0,1983-05-01,
8158,George Hill,,Living,Male,Bad,,,,,Black,,Marvel,1983.0,3.0,1983-03-01,
8159,Gregori Larionov,Secret,Living,Male,Bad,,,,,,,Marvel,1983.0,3.0,1983-07-01,
8160,Gregory Bestman,Public,Living,Male,Neutral,,,,,Grey,,Marvel,1983.0,3.0,1983-05-01,
8161,Jason Stryker,No Dual,Living,Male,Bad,,,,Black,Black,,Marvel,1983.0,3.0,1983-01-01,
8162,Jorge Latham,Public,Living,Male,Good,,,,,Grey,,Marvel,1983.0,3.0,1983-07-01,
8163,Locksmith,Secret,Living,Male,Bad,,,,Black,Black,,Marvel,1983.0,3.0,1983-06-01,
8164,Lucas Jackson,Public,Living,Male,Good,,,,Yellow,Bald,,Marvel,1983.0,3.0,1983-10-01,
8165,Marcus Gallio,Secret,Deceased,Male,Bad,,,,,Blond,,Marvel,1983.0,3.0,1983-11-01,
8166,Polowski,,Living,Male,Bad,,,,,Black,,Marvel,1983.0,3.0,1983-04-01,
8167,Richard Easton,Public,Living,Male,Neutral,,,,,Grey,,Marvel,1983.0,3.0,1983-08-01,
8168,Svetlana Porfiry,Secret,Living,Female,Bad,,,,,Grey,,Marvel,1983.0,3.0,1983-09-01,
8169,Taranith Gestal,,Deceased,,Bad,,,,Red,Bald,,Marvel,1983.0,3.0,1983-05-01,
8170,Thomas Smallwood,Secret,Living,Male,Good,,,,,,,Marvel,1983.0,3.0,1983-09-01,
8171,Aerivar XVIII,,Living,Male,Bad,,,,,,,Marvel,1984.0,3.0,1984-12-01,
8172,Alden Maas,,Deceased,Male,Bad,,,,,,,Marvel,1984.0,3.0,1984-02-01,
8173,Anzhela Federova,Secret,Living,Female,Bad,,,,Blue,Black,,Marvel,1984.0,3.0,1984-01-01,
8174,Eric Beale,,Living,Male,Bad,,,,,Grey,,Marvel,1984.0,3.0,1984-10-01,
8175,Heiji Shigematsu,Public,Living,Male,Bad,,,,,White,,Marvel,1984.0,3.0,1984-11-01,
8176,Jason Praed,Secret,Living,Male,Bad,,,,,,,Marvel,1984.0,3.0,1984-03-01,
8177,Neil Donaldson,Secret,Living,Male,Bad,,,,Brown,Brown,,Marvel,1984.0,3.0,1984-12-01,
8178,Nicholas Damiano,Public,Deceased,Male,Good,,,,,Black,,Marvel,1984.0,3.0,1984-08-01,
8179,Oscar Gordon,Secret,Deceased,Male,Bad,,,,,,,Marvel,1984.0,3.0,1984-07-01,
8180,Peter Brand,Public,Deceased,Male,Bad,,,,Blue,Black,,Marvel,1984.0,3.0,1984-09-01,
8181,Proteus,Public,Living,Male,Bad,,,,Blue,Black,,Marvel,1984.0,3.0,1984-09-01,Atlantean Shapeshifter
8182,Proteus,,Living,Male,Good,,,,,,,Marvel,1971.0,2.0,1971-04-01,Atlantean Sage
8183,Proteus,,Living,,,,,,,,,Marvel,,,,Olympian
8184,Proteus,Secret,Deceased,Male,Bad,,,,,,,DC,1984.0,3.0,1984-10-01,
8185,Snake-Eyes,,Living,Male,Bad,Animal,,,,,,Marvel Comics,1984.0,3.0,1984-10-01,
8186,Stanley George Johnson,Secret,Living,Male,Neutral,,,,Blue,Brown,,Marvel,1984.0,3.0,1984-10-01,
8187,Tim Harrison,Public,Deceased,Male,Good,,,,Brown,Brown,,Marvel,1984.0,3.0,1984-01-01,
8188,Varga,Public,Living,Male,Neutral,,,,,Red,,Marvel,1984.0,3.0,1984-02-01,
8189,Allison McCourt,No Dual,Living,Female,Good,,,,,Blond,,Marvel,1985.0,3.0,1985-02-01,
8190,Don Remming,Secret,Living,Male,Neutral,,,,,,,Marvel,1985.0,3.0,1985-11-01,
8191,Elspeth Cromwell,Public,Deceased,Female,Bad,,,,,Blond,,Marvel,1985.0,3.0,1985-01-01,
8192,Holly-Ann Ember,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1985.0,3.0,1985-09-01,
8193,Hungry,,Living,,Bad,,,,Variable,Variable,,Marvel,1985.0,3.0,1985-12-01,
8194,John Rival,Public,Living,Male,Neutral,,,,,Black,,Marvel,1985.0,3.0,1985-02-01,
8195,Kali,Secret,Living,Female,Bad,,,,,,,Marvel,1985.0,3.0,1985-02-01,Oblivion
8196,Kali,,Living,Female,,,,,Black,Black,,Marvel,1986.0,2.0,1986-12-01,Goddess
8197,Kali,,Living,Female,,,,,Brown,Black,,DC,1999.0,4.0,1999-10-01,
8198,Kehl,Public,Living,Male,Bad,,,,,Bald,,Marvel,1985.0,3.0,1985-05-01,
8199,Le Loup,Secret,Living,Male,Bad,,,,Black,Black,,Marvel,1985.0,3.0,1985-09-01,
8200,Lightningbolt,Public,Deceased,Male,Bad,,,,,,,Marvel,1985.0,3.0,1985-12-01,
8201,Lorne Lincoln,,Living,Male,,,,,,,,Marvel,1985.0,3.0,1985-02-01,
8202,Major Sauleda,Public,Living,Male,Good,,,,,,,Marvel,1985.0,3.0,1985-01-01,
8203,Nostume,Secret,Deceased,Male,Bad,,,,,White,,Marvel,1985.0,3.0,1985-08-01,
8204,Peeping Tom,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1985.0,3.0,1985-12-01,
8205,Quinn Pullman,Secret,Living,Male,Bad,,,,,Black,,Marvel,1985.0,3.0,1985-06-01,
8206,Silence,,Living,Female,Bad,,,,,,,Marvel,1985.0,3.0,1985-11-01,New Wave
8207,Silence,Secret,Deceased,Male,Bad,,,,,,,Marvel,1992.0,3.0,1992-10-01,Assassin
8208,Silence,Secret,Deceased,Male,Bad,,,,,,,Marvel,1994.0,1.0,1994-02-01,Death Squad
8209,Spasm,Secret,Living,Male,Bad,,,,,Black,,Marvel,1985.0,3.0,1985-12-01,
8210,Straight Arrow,,Living,Male,,,,,,,,Marvel,1985.0,3.0,1985-12-01,Alfie
8211,Wifferdill,,Living,Male,,,,,,Green,,Marvel,1985.0,3.0,1985-12-01,
8212,Ann Fraley,Secret,Living,Female,Bad,,,,,White,,Marvel,1986.0,3.0,1986-03-01,
8213,Blow-Hard,Secret,Deceased,Male,Neutral,,,,,Grey,,Marvel,1986.0,3.0,1986-12-01,
8214,Charlie Siciliano,Public,Living,Male,Bad,,,,,Black,,Marvel,1986.0,3.0,1986-01-01,
8215,Cybelle,Secret,Deceased,Female,Bad,,,,,Red,,Marvel,1986.0,3.0,1986-11-01,
8216,Gertha,,Living,Female,Bad,,,,,Blond,,Marvel,1986.0,3.0,1986-06-01,
8217,Glow Worm,Secret,Living,Male,Neutral,,,,,Black,,Marvel,1986.0,3.0,1986-08-01,
8218,Gullywhump,,Living,,Good,,,,,Bald,,Marvel,1986.0,3.0,1986-02-01,
8219,Joseph Calhoun,,Living,Male,,,,,Brown,Black,,Marvel,1986.0,3.0,1986-06-01,
8220,Judith Rassendyll,Public,Living,Female,Good,,,,,Red,,Marvel,1986.0,3.0,1986-04-01,
8221,King Glugwort,,Living,Male,Good,,,,,Bald,,Marvel,1986.0,3.0,1986-02-01,
8222,Kossi,,Living,Female,Bad,,,,,,,Marvel,1986.0,3.0,1986-06-01,
8223,Luke Jacobson,,Living,Male,,,,,,,,Marvel,1986.0,3.0,1986-06-01,
8224,Paulo,Public,Living,Male,Bad,,,,,,,Marvel,1986.0,3.0,1986-04-01,
8225,Ratso,,Living,,Bad,,,,,,,Marvel,1986.0,3.0,1986-02-01,
8226,Rattusk,,Living,Male,Bad,,,,,,,Marvel,1986.0,3.0,1986-01-01,
8227,Ray Carter,Secret,Living,Male,Bad,,,,Yellow,Blond,,Marvel,1986.0,3.0,1986-12-01,
8228,Southside,,Living,,Bad,,,,,,,Marvel,1986.0,3.0,1986-02-01,
8229,Southside,Secret,Living,Male,Bad,,,,Blue,Blue,,DC,2011.0,1.0,2011-04-01,
8230,Tina Sapristi,,Living,Female,Good,,,,,Black,,Marvel,1986.0,3.0,1986-11-01,
8231,Unn,,Living,Female,Bad,,,,,Red,,Marvel,1986.0,3.0,1986-06-01,
8232,Adria Walker,No Dual,Living,Female,,,,,,,,Marvel,1987.0,3.0,1987-09-01,
8233,Freja,Public,Deceased,Male,,,,,,White,,Marvel,1987.0,3.0,1987-08-01,
8234,Gil Jeffers,,Living,Male,Neutral,,,,,,,Marvel,1987.0,3.0,1987-09-01,
8235,Gila,Secret,Living,,Bad,,,,,,,Marvel,1987.0,3.0,1987-02-01,
8236,Horde,Secret,Deceased,Male,Bad,,,,Blue,Orange,,Marvel,1987.0,3.0,1987-11-01,
8237,Kirk Donaghue,,Deceased,Male,Bad,,,,,Blond,,Marvel,1987.0,3.0,1987-02-01,
8238,Maeve Rourke,Secret,Deceased,Female,Good,,,,Green,Red,,Marvel,1987.0,3.0,1987-12-01,
8239,Maya,Public,Living,Female,Good,,,,,Grey,,Marvel,1987.0,3.0,1987-09-01,Inhumans
8240,Maya,,Living,Female,,,,,,,,Marvel,,,,Hindu
8241,Maya,Public,Living,Female,Good,,,,,Blond,,DC,1989.0,4.0,1989-06-01,
8242,Sandy Vincent,Secret,Deceased,Female,Bad,,,,Blue,Blond,,Marvel,1987.0,3.0,1987-12-01,
8243,Unipar,Public,Living,Male,Bad,,,,,Blond,,Marvel,1987.0,3.0,1987-09-01,
8244,Xuthl,Secret,Living,Male,,,,,Yellow,,,Marvel,1987.0,3.0,1987-04-01,
8245,Adam Plunder,,Living,Male,Good,,,,,Blond,,Marvel,1988.0,3.0,1988-10-01,
8246,Alan Quartermain,No Dual,Living,Male,,,,,,Brown,,Marvel,1988.0,3.0,1988-03-01,
8247,Alfred Coppersmith,No Dual,Deceased,Male,Bad,,,,,Brown,,Marvel,1988.0,3.0,1988-08-01,
8248,Blind Justice,Secret,Living,Male,Good,,,,,,,Marvel,1988.0,3.0,1988-07-01,
8249,Blindside,Secret,Deceased,Male,Bad,,,,,,,Marvel,1988.0,3.0,1988-08-01,Brood
8250,Blindside,,Living,Male,Bad,,,,,,,DC,1985.0,8.0,1985-06-01,
8251,Dempsey,Secret,Deceased,Male,Neutral,,,,,Orange,,Marvel,1988.0,3.0,1988-08-01,
8252,Dive-Bomber,Secret,Deceased,Male,Bad,,,,,,,Marvel,1988.0,3.0,1988-08-01,
8253,Doctor Stack,No Dual,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,1988.0,3.0,1988-08-01,
8254,Dwaine Hess,Secret,Living,Male,Bad,,,,,,,Marvel,1988.0,3.0,1988-09-01,
8255,Eileen Snakard,Secret,Living,Female,Bad,,,,,,,Marvel,1988.0,3.0,1988-09-01,
8256,Fruitbagel,Public,Living,Female,Neutral,,,,Blue,White,,Marvel,1988.0,3.0,1988-10-01,
8257,Hamilton,Public,Living,Male,Neutral,,,,,Brown,,Marvel,1988.0,3.0,1988-02-01,
8258,Harry Palmer,,Deceased,Male,Bad,,,,,Blond,,Marvel,1988.0,3.0,1988-08-01,
8259,Hector Montoya,,Living,Male,,,,,,,,Marvel,1988.0,3.0,1988-11-01,
8260,Junipur,,Living,Female,Good,,,,,,,Marvel,1988.0,3.0,1988-11-01,
8261,Katos,No Dual,Living,Male,Neutral,,,,Red,Bald,,Marvel,1988.0,3.0,1988-11-01,
8262,Lamar Plotnick,Secret,Living,Male,,,,,,Red,,Marvel,1988.0,3.0,1988-08-01,
8263,Lockup,Secret,Deceased,Male,Bad,,,,,,,Marvel,1988.0,3.0,1988-08-01,
8264,Madame Joy,Public,Living,Female,Bad,,,,,White,,Marvel,1988.0,3.0,1988-11-01,
8265,McDonald,,Deceased,Male,Bad,,,,,,,Marvel,1988.0,3.0,1988-10-01,Project Glamor
8266,Mist Mistress,Secret,Living,Female,Bad,,,,,Brown,,Marvel,1988.0,3.0,1988-10-01,
8267,Pegas,,Living,Male,Bad,,,,,Blue,,Marvel,1988.0,3.0,1988-01-01,
8268,Robert Delgado,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1988.0,3.0,1988-08-01,
8269,Temptress,Secret,Deceased,Female,Bad,,,,,Brown,,Marvel,1988.0,3.0,1988-08-01,Brood Mutants
8270,Temptress,,Living,Female,Bad,,,,,,,DC,1991.0,1.0,1991-06-01,
8271,Whiphand,Secret,Deceased,Male,Bad,,,,,Brown,,Marvel,1988.0,3.0,1988-08-01,
8272,Bermuda Schwartz,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,1989.0,3.0,1989-12-01,
8273,Brute Benhurst,Secret,Living,Male,Bad,,,,,Black,,Marvel,1989.0,3.0,1989-04-01,
8274,Charles Edison,Secret,Living,Male,,,,,,Black,,Marvel,1989.0,3.0,1989-08-01,
8275,Cloot,,Living,Male,Bad,,,,Red,White,,Marvel,1989.0,3.0,1989-06-01,
8276,Doctor Snodgrass,Public,Living,Female,,,,,,,,Marvel,1989.0,3.0,1989-01-01,
8277,Doeke Riebeeck,Public,Living,Male,Bad,,,,,,,Marvel,1989.0,3.0,1989-07-01,
8278,Donna Strange,Public,Living,Female,Neutral,,,,,Brown,,Marvel,1989.0,3.0,1989-11-01,
8279,Edward Cross,Public,Living,Male,Bad,,,,Blue,Bald,,Marvel,1989.0,3.0,1989-11-01,
8280,Eel,Secret,Living,Male,,,,,,Black,,Marvel,1989.0,3.0,1989-10-01,Surf
8281,Eel,Secret,Deceased,Male,Bad,,,,,,,Marvel,1943.0,1.0,1943-03-01,Nazi
8282,Enilwen,,Living,Male,,,,,Brown,Brown,,Marvel,1989.0,3.0,1989-11-01,
8283,Harry Malone,Secret,Living,Male,,,,,,Brown,,Marvel,1989.0,3.0,1989-03-01,
8284,Herb Hollister,,Living,Male,Bad,,,,,,,Marvel,1989.0,3.0,1989-03-01,
8285,Jeremy Wilson,,Living,Male,Neutral,,,,,Red,,Marvel,1989.0,3.0,1989-02-01,
8286,Johann,Public,Living,Male,,,,,,Bald,,Marvel,1989.0,3.0,1989-10-01,Baran
8287,Johann,Public,Living,Male,,,,,,Brown,,Marvel,2002.0,1.0,2002-03-01,
8288,Kishi Oramosha,Secret,Living,Male,Bad,,,,,White,,Marvel,1989.0,3.0,1989-11-01,
8289,Lemuel McPhee,Public,Living,Male,Good,,,,Brown,Bald,,Marvel,1989.0,3.0,1989-06-01,
8290,Li Fong,,Living,Male,Bad,,,,,Black,,Marvel,1989.0,3.0,1989-05-01,
8291,Marked Man,Secret,Living,Male,Bad,,,,Green,Brown,,Marvel,1989.0,3.0,1989-12-01,
8292,Number Six,Secret,Living,Female,Good,,,,,Brown,,Marvel,1989.0,3.0,1989-03-01,Nina
8293,Orack,,Living,Male,Bad,,,,,Black,,Marvel,1989.0,3.0,1989-12-01,
8294,Ryest,Public,Living,Male,,,,,Black,Bald,,Marvel,1989.0,3.0,1989-09-01,
8295,Sharkskin,Secret,Living,Male,Neutral,,,,,Black,,Marvel,1989.0,3.0,1989-10-01,
8296,Stoop Richards,Public,Living,Male,Bad,,,,,Brown,,Marvel,1989.0,3.0,1989-04-01,
8297,Ulagg,,Living,Male,Good,,,,,,,Marvel,1989.0,3.0,1989-06-01,
8298,Vinnie Evans,No Dual,Living,Male,Good,,,,,Black,,Marvel,1989.0,3.0,1989-11-01,
8299,Arnie Gunderson,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1990.0,3.0,1990-04-01,
8300,Ben Jacobs,,Living,Male,Bad,,,,,Brown,,Marvel,1990.0,3.0,1990-11-01,
8301,Bouncer,Secret,Living,,Bad,,,,,,,Marvel,1990.0,3.0,1990-05-01,Morlock
8302,Bouncer,,Living,Male,Bad,,,,,,,Marvel,1991.0,1.0,1991-07-01,Speedball Foe
8303,Bouncer,Public,Living,Male,Good,,,,,Black,,DC,1996.0,9.0,1996-09-01,
8304,Brute,Secret,Deceased,Male,,,,,Yellow,Green,,Marvel,1990.0,3.0,1990-07-01,Morlock
8305,Brute,Secret,Living,Male,,,,,,Brown,,Marvel,1987.0,2.0,1987-08-01,Trash
8306,Brute,Public,Living,Male,Good,,,,,Red,,DC,1967.0,19.0,1967-04-01,
8307,Buluku,,Living,Male,,,,,,Black,,Marvel,1990.0,3.0,1990-06-01,
8308,Catherwood,No Dual,Living,Male,Neutral,,,,,,,Marvel,1990.0,3.0,1990-06-01,
8309,Crippler,,Living,,,,,,,,,Marvel,1990.0,3.0,1990-06-01,
8310,Deilla,Public,Living,Female,Good,,,,,Blond,,Marvel,1990.0,3.0,1990-09-01,
8311,Fiona McCormick,Public,Deceased,Female,Neutral,,,,,Red,,Marvel,1990.0,3.0,1990-12-01,
8312,Florence Sharples,Secret,Living,Female,Bad,,,,Green,Blond,,Marvel,1990.0,3.0,1990-11-01,
8313,Goro,Public,Living,Male,Bad,,,,,Black,,Marvel,1990.0,3.0,1990-09-01,Yakuza
8314,Goro,Secret,Deceased,Male,Bad,,,,,Red,,Marvel,1941.0,1.0,1941-06-01,
8315,Jim Dworman,Public,Living,Male,,,,,,Brown,,Marvel,1990.0,3.0,1990-07-01,
8316,Lepard II,,Living,Male,Good,,,,,Brown,,Marvel,1990.0,3.0,1990-09-01,
8317,Lucy Keough,,Living,Female,,,,,,Red,,Marvel,1990.0,3.0,1990-10-01,
8318,Malcolm Knight,Secret,Living,Male,Bad,,,,Blue,Blond,,Marvel,1990.0,3.0,1990-06-01,
8319,Mei Lin,Public,Deceased,Female,Neutral,,,,,Black,,Marvel,1990.0,3.0,1990-12-01,
8320,Mole,Secret,Living,Male,Good,,,,Red,Black,,Marvel,1990.0,3.0,1990-02-01,Morlock
8321,Mole,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1944.0,1.0,1944-01-01,Nazi
8322,Mole,,Living,Male,Bad,,,,,,,DC,1982.0,3.0,1982-08-01,
8323,Nahita,,Living,Female,Good,,,,,Black,,Marvel,1990.0,3.0,1990-01-01,
8324,Nicholas Collins,,Living,Male,Neutral,,,,,,,Marvel,1990.0,3.0,1990-07-01,
8325,Pete Zamora,No Dual,Living,Male,Good,,,,Brown,Black,,Marvel,1990.0,3.0,1990-03-01,
8326,Phoebe Huntsman,,Living,Female,,,,,,Blond,,Marvel,1990.0,3.0,1990-12-01,
8327,Solomon Prey,Secret,Living,Male,Bad,,,,Red,Bald,,Marvel,1990.0,3.0,1990-09-01,
8328,Thomas Fogg,Secret,Living,Male,Bad,,,,Blue,Grey,,Marvel,1990.0,3.0,1990-06-01,
8329,Tri-Sentinel,No Dual,Deceased,,Bad,,,,Red,Bald,,Marvel,1990.0,3.0,1990-02-01,
8330,William Hansen,No Dual,Living,Male,,,,,,Brown,,Marvel,1990.0,3.0,1990-07-01,
8331,Zeaklar Belgewater,Public,Living,Male,Good,,,,Red,White,,Marvel,1990.0,3.0,1990-09-01,
8332,Aan Taanu,Secret,Living,Male,,,,,,,,Marvel,1991.0,3.0,1991-10-01,
8333,Ael-Dan,No Dual,Deceased,Male,,,,,,White,,Marvel,1991.0,3.0,1991-08-01,
8334,Akulia,No Dual,Deceased,Female,,,,,Black,Black,,Marvel,1991.0,3.0,1991-02-01,
8335,Aminedi,Secret,Deceased,Male,Bad,,,,,Yellow,,Marvel,1991.0,3.0,1991-08-01,
8336,Andrew Bazin,,Living,,,,,,,,,Marvel,1991.0,3.0,1991-08-01,
8337,Anomaly,Secret,Living,,Bad,,,,Variable,Bald,,Marvel,1991.0,3.0,1991-03-01,Cosmic Being
8338,Ariann Wright,,Living,Female,,,,,,Black,,Marvel,1991.0,3.0,1991-10-01,
8339,Blitzkrieg,Secret,Deceased,Male,Bad,,,,White,White,,Marvel,1991.0,3.0,1991-09-01,Nazi
8340,Blitzkrieg,Secret,Living,Female,Bad,,,,Blue,Blond,,DC,2007.0,3.0,2007-06-01,
8341,Carlton Stricklan,,Living,Male,Bad,,,,,,,Marvel,1991.0,3.0,1991-05-01,
8342,Caspar Wright,Public,Living,Male,Good,,,,,Grey,,Marvel,1991.0,3.0,1991-10-01,
8343,Cynthia Chalmers,Public,Deceased,Female,Neutral,,,,Blue,Blond,,Marvel,1991.0,3.0,1991-07-01,
8344,Dagny Forrester,Secret,Living,Female,Bad,,,,Green,Brown,,Marvel,1991.0,3.0,1991-05-01,
8345,Dar-Benn,No Dual,Deceased,Male,Neutral,,,,,,,Marvel,1991.0,3.0,1991-08-01,
8346,Deimos,,Living,Male,,,,,,,,Marvel,1991.0,3.0,1991-08-01,
8347,Deimos,Public,Living,Male,Bad,,,,,Black,,DC,1975.0,28.0,1975-11-01,
8348,Glakandar,Public,Living,Male,Good,,,,White,Bald,,Marvel,1991.0,3.0,1991-09-01,
8349,Kalamari,No Dual,Living,Male,,,,,,,,Marvel,1991.0,3.0,1991-11-01,
8350,Kenjiro Sasaki,Secret,Living,Male,,,,,,,,Marvel,1991.0,3.0,1991-05-01,
8351,Max Meer,Public,Living,Male,Neutral,,,,Blue,Blond,,Marvel,1991.0,3.0,1991-10-01,
8352,Michi Sasaki,Secret,Living,Female,Neutral,,,,White,Blond,,Marvel,1991.0,3.0,1991-06-01,
8353,Nance Winters,Secret,Deceased,Female,Neutral,,,,,Black,,Marvel,1991.0,3.0,1991-10-01,
8354,Powerhouse,Secret,Living,Female,Bad,,,,Brown,Black,,Marvel,1991.0,3.0,1991-10-01,Mutant
8355,Powerhouse,Secret,Living,Male,Bad,,,,,Blue,,DC,1993.0,6.0,1993-11-01,
8356,Saurespritze,Secret,Deceased,Male,Bad,,,,,,,Marvel,1991.0,3.0,1991-09-01,
8357,Sirocco,Secret,Living,Male,,,,,,,,Marvel,1991.0,3.0,1991-08-01,
8358,Skrull Prime,,Deceased,Male,Bad,,,,,,,Marvel,1991.0,3.0,1991-04-01,
8359,Star,,Living,,Good,,,,,,,Marvel,1991.0,3.0,1991-09-01,Chaste
8360,Star,Secret,Living,Male,Good,,,,Hazel,,,Marvel,2012.0,3.0,2012-04-01,
8361,Star,Public,Living,Female,,,,,,White,,DC,2000.0,4.0,2000-04-01,
8362,Sturdevant Robbins,Secret,Living,Male,Good,,,,,,,Marvel,1991.0,3.0,1991-12-01,
8363,Terraxia,Secret,Deceased,Female,Neutral,,,,Black,Black,,Marvel,1991.0,3.0,1991-09-01,
8364,Veil,Secret,Deceased,Female,Bad,,,,Brown,Black,,Marvel,1991.0,3.0,1991-08-01,Desert Sword
8365,Veil,Secret,Living,Female,Bad,,,,,Blond,,Marvel,2006.0,1.0,2006-12-01,Corporation
8366,Veil,Secret,Living,Male,Bad,,,,,,,DC,1989.0,1.0,1989-01-01,
8367,Anna,No Dual,Living,Female,Good,,,,Blue,Blond,,Marvel,1992.0,3.0,1992-06-01,
8368,Anthropomorpho,Secret,Living,,Neutral,,,,,Bald,,Marvel,1992.0,3.0,1992-08-01,
8369,Assassin,Secret,Living,Male,Bad,,,,,,,Marvel,1992.0,3.0,1992-06-01,Brood
8370,Assassin,Secret,Deceased,Female,Bad,,,,,Black,,Marvel,1976.0,2.0,1976-03-01,Maria
8371,Assassin,Secret,Living,Male,Bad,,,,,,,Marvel,1976.0,1.0,1976-10-01,Cyborg
8372,Assassin,,Living,Female,,,,,,Black,,Marvel,1993.0,1.0,1993-07-01,Mimeyoshi
8373,Big,Secret,Deceased,Male,Bad,,,,White,Brown,,Marvel,1992.0,3.0,1992-11-01,
8374,Chance Walker,Public,Living,Male,Good,,,,,,,Marvel,1992.0,3.0,1992-05-01,
8375,Cuffs,Secret,Living,Female,,,,,Brown,Brown,,Marvel,1992.0,3.0,1992-07-01,
8376,Curtis Vogel,Secret,Deceased,Male,Bad,,,,Brown,Black,,Marvel,1992.0,3.0,1992-12-01,
8377,Damon Mathias,Secret,Living,Male,Bad,,,,,,,Marvel,1992.0,3.0,1992-12-01,
8378,Dangor,,Living,Male,,,,,,,,Marvel,1992.0,3.0,1992-04-01,
8379,Delbert,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1992.0,3.0,1992-11-01,Tantrum
8380,Devon Ballantine,,Living,Male,Good,,,,,Red,,Marvel,1992.0,3.0,1992-05-01,
8381,Eli McIntyre,Public,Living,Male,Good,,,,,,,Marvel,1992.0,3.0,1992-08-01,
8382,Esther Lucas,No Dual,Deceased,Female,Neutral,,,,Brown,Black,,Marvel,1992.0,3.0,1992-06-01,
8383,Fionna Wyman,Secret,Living,Female,Bad,,,,Brown,Black,,Marvel,1992.0,3.0,1992-03-01,
8384,Flamb\u00e9,Secret,Living,Female,Bad,,,,,Red,,Marvel,1992.0,3.0,1992-07-01,
8385,Gai No Don,Public,Living,Male,Good,,,,,Black,,Marvel,1992.0,3.0,1992-10-01,
8386,Garbha-Hsien,Secret,Deceased,Male,Good,,,,,White,,Marvel,1992.0,3.0,1992-05-01,
8387,General Standish,,Living,Male,Neutral,,,,,,,Marvel,1992.0,3.0,1992-05-01,
8388,Glom,Public,Living,,Neutral,,,,White,Bald,,Marvel,1992.0,3.0,1992-04-01,
8389,Gregory Stevens,Secret,Living,Male,Bad,,,,,Black,,Marvel,1992.0,3.0,1992-03-01,
8390,Jarno Sprague,Secret,Living,Male,Bad,,,,Green,Strawberry Blond,,Marvel,1992.0,3.0,1992-03-01,
